winning_team,country
El Salvador,El Salvador
Tajikistan,Tajikistan
China PR,Turkmenistan
Ivory Coast,Ivory Coast
Kuwait,Kuwait
Uzbekistan,Yemen
Kazakhstan,Kazakhstan
China PR,Tajikistan
Turkmenistan,Turkmenistan
Yemen,Yemen
Republic of Ireland,Republic of Ireland
South Korea,Japan
Northern Ireland,Thailand
Poland,Sweden
Iraq,Pakistan
England,England
Tajikistan,Turkmenistan
Uzbekistan,Uzbekistan
Kuwait,Kuwait
Wales,Scotland
Ecuador,El Salvador
England,Poland
China PR,China PR
Kuwait,Kuwait
Algeria,Senegal
Portugal,Portugal
Tajikistan,China PR
Chile,Ecuador
Tunisia,Egypt
Mexico,El Salvador
Finland,Finland
Japan,Japan
Spain,Spain
Iran,Iran
Syria,Iran
Lithuania,Iceland
Iran,Iran
Kyrgyzstan,Iran
New Zealand,New Zealand
Kazakhstan,Pakistan
Turkey,Japan
Syria,Iran
Kyrgyzstan,Iran
Indonesia,Yemen
Poland,Poland
Japan,Japan
New Zealand,New Zealand
Uzbekistan,Uzbekistan
Gabon,Cameroon
China PR,China PR
Ivory Coast,Ivory Coast
Japan,Japan
Kuwait,Lebanon
Oman,Japan
Senegal,Senegal
Tajikistan,Tajikistan
Japan,Japan
Oman,Japan
Oman,Japan
Macau,Japan
Australia,New Zealand
United States,El Salvador
Kazakhstan,Kazakhstan
Ivory Coast,Benin
Egypt,Egypt
Gabon,Gabon
Norway,Iceland
Kenya,Cameroon
Egypt,Egypt
Namibia,Gabon
Iceland,Iceland
Ivory Coast,Ivory Coast
Sweden,Sweden
Brazil,Japan
Egypt,Egypt
Ecuador,Ecuador
Norway,Finland
Lithuania,Republic of Ireland
Iceland,Liechtenstein
Germany,Northern Ireland
Portugal,Portugal
Iraq,Lebanon
Uzbekistan,Uzbekistan
China PR,China PR
Pakistan,Nepal
Bangladesh,Nepal
Norway,Azerbaijan
Republic of Ireland,Iceland
Romania,Liechtenstein
Poland,Poland
Sri Lanka,Nepal
Finland,Switzerland
India,Nepal
Japan,Japan
Scotland,Scotland
Sri Lanka,Nepal
India,Nepal
Albania,Switzerland
Brazil,Brazil
England,England
Maldives,Nepal
Sweden,Sweden
India,Nepal
Iran,China PR
India,Nepal
Pakistan,Nepal
El Salvador,El Salvador
Saudi Arabia,Iran
Kuwait,Qatar
Uzbekistan,Kazakhstan
Poland,Poland
Iran,Kuwait
China PR,Qatar
United Arab Emirates,Uzbekistan
South Korea,Japan
China PR,China PR
Iran,Iran
Japan,Kazakhstan
Brazil,Brazil
China PR,Kuwait
Hungary,Finland
Iceland,Iceland
Romania,Republic of Ireland
South Korea,Kazakhstan
Portugal,Portugal
Scotland,Scotland
Spain,Spain
Sweden,Sweden
Switzerland,Switzerland
Japan,Uzbekistan
Ecuador,Ecuador
Iran,Iran
Kuwait,Kuwait
Kazakhstan,Kazakhstan
South Korea,Uzbekistan
Qatar,Kuwait
Uzbekistan,Uzbekistan
United Arab Emirates,Japan
Belgium,Republic of Ireland
Qatar,China PR
Kuwait,Iran
Burkina Faso,Ivory Coast
Mauritius,Swaziland
Qatar,Qatar
Japan,Japan
Jamaica,El Salvador
Brazil,Brazil
China PR,China PR
Saudi Arabia,Qatar
England,England
Mali,Senegal
Romania,Spain
Australia,Iran
Egypt,Egypt
Egypt,Egypt
Algeria,Egypt
Togo,Egypt
Egypt,Egypt
Bulgaria,Spain
Cameroon,Egypt
Algeria,Egypt
Basque Country,Spain
Botswana,Swaziland
El Salvador,El Salvador
Egypt,Thailand
South Korea,Thailand
Cameroon,Cameroon
Ivory Coast,Ivory Coast
South Korea,Thailand
Niger,Niger
South Korea,Thailand
Burkina Faso,Niger
Ivory Coast,Ivory Coast
Chile,New Zealand
South Korea,New Zealand
Chile,England
Israel,Israel
Germany,Oman
Israel,Israel
China PR,Japan
Japan,Japan
South Korea,Japan
Japan,Japan
China PR,Japan
South Korea,Japan
Angola,Swaziland
Myanmar,Myanmar
Laos,Myanmar
Myanmar,Myanmar
Azerbaijan,Azerbaijan
Northern Ireland,Northern Ireland
Poland,Poland
Denmark,Scotland
Spain,Spain
England,Switzerland
Kuwait,Iran
Israel,Israel
Hungary,Iran
North Macedonia,Iran
England,England
North Macedonia,Iran
Iran,Iran
Argentina,Republic of Ireland
Northern Ireland,Northern Ireland
Finland,Scotland
France,Sweden
Azerbaijan,Azerbaijan
Argentina,Brazil
Paraguay,Japan
Cameroon,Cameroon
Czech Republic,Japan
Saudi Arabia,England
Mexico,Republic of Ireland
Czech Republic,Japan
Germany,Finland
Poland,Poland
Sweden,Sweden
Mexico,Switzerland
Sweden,Sweden
Serbia,Switzerland
Spain,Spain
France,Finland
Serbia,Switzerland
China PR,Thailand
Syria,Oman
Lebanon,Lebanon
Syria,Lebanon
Senegal,Senegal
Jordan,Lebanon
Syria,Lebanon
Ghana,Benin
Palestine,Lebanon
Syria,Lebanon
Niger,Niger
Senegal,Senegal
Benin,Benin
Congo,Chad
Niger,Niger
Togo,Gabon
Madagascar,Swaziland
Réunion,Réunion
Madagascar,Réunion
Niger,Benin
Seychelles,Réunion
Réunion,Réunion
Madagascar,Réunion
Azerbaijan,Azerbaijan
Madagascar,Réunion
Réunion,Réunion
Thailand,Thailand
Seychelles,Réunion
Madagascar,Réunion
Gabon,Gabon
Poland,Poland
Iceland,Iceland
Portugal,Portugal
Sweden,Sweden
Eswatini,Madagascar
Finland,Finland
France,Iceland
Republic of Ireland,Republic of Ireland
Sweden,Sweden
Italy,England
Ghana,Swaziland
Lebanon,Kuwait
Libya,Qatar
Kuwait,Kuwait
Ivory Coast,Egypt
Sudan,Qatar
Bahrain,Bahrain
Oman,Oman
Qatar,Qatar
Serbia,Brazil
Spain,Spain
Jordan,Qatar
Zambia,Oman
Kuwait,Qatar
Qatar,Qatar
Saudi Arabia,Qatar
United Arab Emirates,Qatar
Qatar,Qatar
Saudi Arabia,Qatar
Kuwait,Qatar
Saudi Arabia,Qatar
Sudan,Bahrain
Gabon,Gabon
Hungary,Azerbaijan
Bulgaria,England
Slovakia,Liechtenstein
Northern Ireland,Northern Ireland
Poland,Poland
Romania,Portugal
Scotland,Scotland
Kuwait,Kuwait
Iceland,Iceland
Republic of Ireland,Republic of Ireland
Spain,Israel
Liechtenstein,Liechtenstein
Scotland,Scotland
Denmark,Switzerland
Burkina Faso,Qatar
Oman,Oman
Burkina Faso,Oman
Bahrain,Bahrain
Japan,Japan
United Arab Emirates,Bahrain
Saudi Arabia,Bahrain
Oman,Bahrain
Saudi Arabia,Bahrain
Kuwait,Bahrain
United Arab Emirates,Bahrain
Saudi Arabia,Bahrain
United Arab Emirates,Bahrain
Kuwait,Bahrain
Qatar,Bahrain
Saudi Arabia,Bahrain
Kuwait,Bahrain
Saudi Arabia,Bahrain
Oman,Bahrain
Kuwait,Bahrain
Brazil,Brazil
Norway,Egypt
England,England
Moldova,Northern Ireland
Portugal,Portugal
Turkmenistan,Thailand
South Korea,China PR
Thailand,Thailand
Azerbaijan,Azerbaijan
Turkmenistan,Thailand
China PR,Thailand
Oman,Thailand
Japan,Thailand
Tajikistan,Thailand
Kuwait,Thailand
Iran,Thailand
Turkmenistan,Thailand
China PR,Thailand
North Korea,Thailand
Thailand,Thailand
Japan,Thailand
Qatar,Thailand
Kuwait,Thailand
Kazakhstan,Thailand
South Korea,Thailand
Lebanon,Thailand
Thailand,Thailand
India,Thailand
Qatar,Thailand
Uzbekistan,Thailand
Iran,Thailand
Turkmenistan,Thailand
Uzbekistan,Thailand
South Korea,Thailand
Kuwait,Thailand
China PR,Thailand
Oman,Thailand
Qatar,Thailand
Kazakhstan,Thailand
Turkmenistan,Thailand
Uzbekistan,Thailand
South Korea,Thailand
Japan,Thailand
Iran,Thailand
China PR,Thailand
Kazakhstan,Thailand
Thailand,Thailand
North Korea,Thailand
Turkmenistan,Thailand
United Arab Emirates,Thailand
South Korea,Thailand
Iran,Thailand
Oman,Thailand
Lebanon,Thailand
Qatar,Thailand
Iran,Thailand
Thailand,Thailand
China PR,Thailand
Kuwait,Thailand
Iran,Thailand
Kuwait,Thailand
China PR,Thailand
Iran,Thailand
Basque Country,Spain
Catalonia,Spain
Canary Islands,Spain
Israel,Israel
Egypt,Kuwait
Ivory Coast,Ivory Coast
Senegal,Senegal
Senegal,Senegal
Israel,Israel
Norway,Israel
Norway,Israel
Burkina Faso,Senegal
Ivory Coast,Ivory Coast
Zambia,Madagascar
Switzerland,Oman
Slovenia,Oman
Israel,Israel
France,England
Republic of Ireland,Republic of Ireland
Switzerland,Oman
Iran,Kuwait
Peru,Ecuador
Burkina Faso,Gabon
North Korea,Thailand
Israel,Israel
Cameroon,Cameroon
Madagascar,Madagascar
Poland,Poland
Austria,Switzerland
Portugal,Portugal
England,England
Germany,Northern Ireland
Spain,Spain
Sweden,Sweden
Israel,Israel
Romania,Azerbaijan
Brazil,Japan
Portugal,Liechtenstein
Sweden,Poland
Czech Republic,Scotland
Switzerland,Switzerland
Namibia,Swaziland
Gabon,Gabon
Ivory Coast,Ivory Coast
Eswatini,Swaziland
Canada,Northern Ireland
Republic of Ireland,Republic of Ireland
Poland,Poland
Spain,Spain
Eswatini,Swaziland
Eswatini,Swaziland
Sweden,Sweden
Northern Ireland,Republic of Ireland
Peru,Japan
Belgium,Japan
Poland,Poland
Azerbaijan,Azerbaijan
Netherlands,Brazil
Sweden,England
Turkey,Finland
Iceland,Iceland
Portugal,Portugal
Spain,Spain
Cameroon,Cameroon
Gabon,Gabon
Israel,Israel
Peru,Japan
Brazil,Brazil
France,Spain
Republic of Ireland,Republic of Ireland
Portugal,Portugal
Italy,Switzerland
Denmark,England
Brazil,Thailand
New Zealand,Thailand
Poland,Thailand
Senegal,Senegal
Brazil,Thailand
Mali,Ivory Coast
Kenya,Madagascar
Gabon,Réunion
Oman,Oman
New Zealand,Oman
Brazil,Brazil
Jersey,Sweden
Gotland,Sweden
Isle of Man,Sweden
Isle of Wight,Sweden
Greenland,Sweden
Rhodes,Sweden
Iraq,Jordan
Åland Islands,Sweden
Gotland,Sweden
Isle of Man,Sweden
Greenland,Sweden
Isle of Wight,Sweden
Guernsey,Sweden
Jersey,Sweden
Isle of Man,Sweden
Shetland,Sweden
Isle of Wight,Sweden
Frøya,Sweden
Ynys Môn,Sweden
Iraq,Jordan
Hitra,Sweden
Guernsey,Sweden
Shetland,Sweden
Rhodes,Sweden
Åland Islands,Sweden
Gotland,Sweden
Ynys Môn,Sweden
Isle of Man,Sweden
Gibraltar,Sweden
Guernsey,Sweden
Rhodes,Sweden
Isle of Wight,Sweden
Ynys Môn,Sweden
Uzbekistan,Uzbekistan
Jordan,Jordan
Jordan,Jordan
Senegal,Senegal
Zimbabwe,Swaziland
Kenya,Oman
Thailand,Thailand
Oman,Tajikistan
Iraq,Tajikistan
Iraq,Tajikistan
Tajikistan,Tajikistan
Iraq,Tajikistan
Tajikistan,Tajikistan
Senegal,Senegal
Bosnia and Herzegovina,Liechtenstein
France,Northern Ireland
Spain,Poland
Portugal,Portugal
Austria,Sweden
Uzbekistan,Uzbekistan
Republic of Ireland,Republic of Ireland
Portugal,Azerbaijan
England,England
Germany,Finland
Iceland,Iceland
Hungary,Liechtenstein
Turkey,Northern Ireland
Sweden,Sweden
Brazil,Brazil
Ukraine,Iceland
Israel,Israel
Iran,Japan
England,Poland
Spain,Spain
Switzerland,Switzerland
Maldives,Nepal
India,Nepal
Nepal,Nepal
Maldives,Nepal
India,Nepal
Nepal,Nepal
Bangladesh,Nepal
India,Nepal
Pakistan,Nepal
Nepal,Nepal
Bangladesh,Nepal
India,Nepal
Bangladesh,Nepal
Scotland,Scotland
Slovakia,Azerbaijan
Finland,Finland
Romania,Liechtenstein
Portugal,Portugal
Scotland,Scotland
Sweden,Sweden
England,England
Spain,Spain
Gabon,Ivory Coast
Gabon,Gabon
Central African Republic,Gabon
Chad,Gabon
Congo,Gabon
Gabon,Gabon
Chad,Gabon
Equatorial Guinea,Gabon
Gabon,Gabon
Congo,Gabon
Ghana,Egypt
Central African Republic,Gabon
Chad,Gabon
Congo,Gabon
Turkey,Republic of Ireland
Denmark,Israel
England,Scotland
Brazil,Spain
Central African Republic,Gabon
Gabon,Gabon
São Tomé and Príncipe,Gabon
Scotland,England
Argentina,Spain
Senegal,Senegal
Nigeria,Gabon
Malta,Lebanon
Togo,Gabon
Congo,Gabon
Congo,Gabon
Gabon,Gabon
Senegal,Senegal
Catalonia,Spain
Andalusia,Spain
Ivory Coast,Ivory Coast
Basque Country,Spain
Egypt,Egypt
Ivory Coast,Ivory Coast
Cameroon,Senegal
China PR,China PR
Jamaica,China PR
South Korea,New Zealand
South Korea,New Zealand
Qatar,Qatar
Spain,Spain
Finland,Spain
Norway,Spain
Kuwait,Kuwait
Iceland,Spain
Iceland,Spain
Iran,Kuwait
Sweden,Spain
Kuwait,Kuwait
Yemen,Kuwait
Nepal,Kuwait
Turkmenistan,Kuwait
Kuwait,Kuwait
Turkmenistan,Kuwait
Turkmenistan,Kuwait
Kuwait,Kuwait
Lebanon,Lebanon
Kuwait,Kuwait
Yemen,Kuwait
Switzerland,Oman
Slovenia,Oman
Finland,Thailand
Guernsey,England
United Arab Emirates,Oman
Argentina,England
Finland,Thailand
Republic of Ireland,Republic of Ireland
Israel,Israel
Jordan,Lebanon
Slovenia,Oman
Wales,Qatar
Brazil,Thailand
United Arab Emirates,Oman
Thailand,Thailand
Thailand,Thailand
El Salvador,El Salvador
Uzbekistan,Uzbekistan
El Salvador,El Salvador
Honduras,Ecuador
Lebanon,Jordan
Qatar,Qatar
Bosnia and Herzegovina,Jordan
Syria,Jordan
China PR,Japan
Bosnia and Herzegovina,Jordan
Syria,Jordan
Kazakhstan,Bahrain
Bahrain,Bahrain
Jordan,Bahrain
El Salvador,El Salvador
Ecuador,Ecuador
Georgia,Israel
Portugal,Portugal
France,Scotland
Spain,Spain
Norway,Switzerland
Kazakhstan,Qatar
Qatar,Qatar
Palestine,Qatar
Qatar,Qatar
Taiwan,Thailand
Jordan,Qatar
Qatar,Qatar
Thailand,Thailand
Kazakhstan,Qatar
North Korea,Thailand
Jordan,Qatar
Thailand,Thailand
Madagascar,Madagascar
Kazakhstan,Qatar
Jordan,Qatar
Thailand,Thailand
Senegal,Benin
Liberia,Chad
Iran,Iran
Sudan,Sudan
Angola,Swaziland
Syria,Iran
Egypt,Egypt
Bahrain,Iran
Syria,Iran
Syria,Iran
Iran,Iran
Cameroon,Cameroon
Gabon,Gabon
Cameroon,Cameroon
Egypt,Egypt
Ivory Coast,Ivory Coast
Senegal,Senegal
Brazil,Brazil
Greece,Republic of Ireland
Faroe Islands,Liechtenstein
Hungary,Northern Ireland
Finland,Poland
Guatemala,El Salvador
Thailand,Thailand
Saudi Arabia,Lebanon
Jordan,Jordan
Iraq,Jordan
Iran,Jordan
Syria,Jordan
Serbia,China PR
Iraq,Jordan
Lebanon,Jordan
Syria,Jordan
Iran,Jordan
Brazil,England
Iraq,Jordan
Lebanon,Jordan
Iran,Jordan
Kazakhstan,Jordan
Scotland,Republic of Ireland
England,England
Syria,Jordan
Iran,Jordan
Botswana,Swaziland
Lesotho,Swaziland
Iran,Jordan
Iraq,Jordan
Mozambique,Swaziland
Portugal,Portugal
Botswana,Swaziland
Spain,Sweden
Georgia,Azerbaijan
Togo,Benin
Lesotho,Swaziland
Netherlands,Switzerland
Zambia,Senegal
Mozambique,Swaziland
Zambia,Senegal
Egypt,Iran
South Korea,Iran
South Korea,Iran
Iran,Iran
Qatar,Thailand
Slovakia,Japan
Gibraltar,Gibraltar
Slovakia,Japan
Egypt,Egypt
Madagascar,Madagascar
Tunisia,Ivory Coast
Japan,Japan
Sudan,Sudan
Mauritius,Madagascar
Congo,Gabon
Madagascar,Madagascar
Ecuador,Ecuador
Congo,Gabon
Lebanon,Lebanon
Uruguay,Brazil
Ecuador,Ecuador
Chad,Chad
Benin,Benin
Ivory Coast,Niger
Sudan,Sudan
Eswatini,Swaziland
Cameroon,Cameroon
Egypt,Senegal
Gabon,Gabon
Madagascar,Madagascar
Honduras,El Salvador
Ivory Coast,Ivory Coast
El Salvador,El Salvador
Colombia,Ecuador
Brazil,Brazil
Iceland,Iceland
South Korea,China PR
India,England
Lebanon,Lebanon
Oman,Lebanon
Ecuador,Ecuador
Finland,Finland
Iceland,Iceland
Iran,Iran
Japan,Japan
Serbia,Northern Ireland
Portugal,Portugal
Greece,Switzerland
Egypt,Egypt
Sweden,Azerbaijan
China PR,China PR
Egypt,Egypt
Finland,Finland
Gabon,Gabon
Denmark,Iceland
Iraq,China PR
Northern Ireland,Northern Ireland
Russia,Switzerland
Brazil,Brazil
China PR,China PR
Israel,Israel
Thailand,China PR
United Arab Emirates,Lebanon
United Arab Emirates,Lebanon
Kuwait,Qatar
Togo,Senegal
Tanzania,Zanzibar
Iran,Qatar
Kuwait,Kuwait
Jordan,Jordan
Egypt,Qatar
Saudi Arabia,Jordan
Thailand,Qatar
Germany,England
China PR,Jordan
Austria,Liechtenstein
Nigeria,Madagascar
Denmark,Northern Ireland
Poland,Poland
Republic of Ireland,Portugal
Saudi Arabia,Jordan
Spain,Spain
Turkey,Sweden
Switzerland,Switzerland
Ecuador,Ecuador
Qatar,Qatar
Egypt,Sudan
Uzbekistan,Uzbekistan
Turkey,Azerbaijan
England,Finland
Iceland,Iceland
Republic of Ireland,Republic of Ireland
Israel,Israel
Wales,Poland
Iraq,Lebanon
Iran,Lebanon
China PR,Lebanon
Indonesia,Lebanon
Uzbekistan,Lebanon
Japan,Lebanon
Thailand,Lebanon
Iraq,Lebanon
China PR,Lebanon
Kuwait,Lebanon
Japan,Lebanon
Qatar,Lebanon
Iran,Lebanon
Thailand,Lebanon
Kuwait,Lebanon
South Korea,Lebanon
Qatar,Lebanon
Saudi Arabia,Lebanon
China PR,Lebanon
South Korea,Lebanon
Japan,Lebanon
Saudi Arabia,Lebanon
Japan,Lebanon
Saudi Arabia,Lebanon
South Korea,Lebanon
Japan,Lebanon
Oman,Oman
Oman,Oman
Singapore,Thailand
Malaysia,Thailand
Indonesia,Thailand
Thailand,Thailand
Vietnam,Thailand
Malaysia,Thailand
Myanmar,Thailand
Malaysia,Thailand
Singapore,Thailand
Thailand,Thailand
Cambodia,Thailand
Vietnam,Thailand
Indonesia,Thailand
Thailand,Thailand
Vietnam,Thailand
Malaysia,Thailand
Brazil,Brazil
El Salvador,El Salvador
Republic of Ireland,Republic of Ireland
Poland,Poland
Portugal,Portugal
Australia,Scotland
Netherlands,Spain
Thailand,Thailand
Indonesia,Thailand
Thailand,Thailand
Malaysia,Thailand
Ivory Coast,Ivory Coast
Oman,Oman
Iran,Iran
Tajikistan,Iran
Iran,Iran
South Korea,Japan
Catalonia,Spain
Andalusia,Spain
Basque Country,Spain
Egypt,Egypt
Eswatini,Swaziland
Angola,Swaziland
Eswatini,Swaziland
Egypt,Egypt
Lesotho,Swaziland
Qatar,Qatar
Egypt,Egypt
Egypt,Iran
Israel,Israel
Kuwait,Qatar
Iran,Iran
Ivory Coast,Ivory Coast
Egypt,Egypt
Thailand,Thailand
Cameroon,Benin
Morocco,Egypt
Jordan,Jordan
Ivory Coast,Madagascar
North Korea,Jordan
Thailand,Thailand
Iraq,Lebanon
Faroe Islands,Sweden
Finland,Sweden
Senegal,Senegal
Saint Martin,Sint Maarten
Anguilla,Saint Martin
Qatar,Thailand
Saint Martin,Saint Martin
Sweden,Thailand
Zambia,Swaziland
Sweden,Thailand
Qatar,Thailand
Israel,Israel
Qatar,Thailand
China PR,Thailand
Kuwait,Kuwait
Sweden,Thailand
Thailand,Thailand
Finland,Oman
Finland,Oman
Kuwait,Kuwait
Bahrain,Kuwait
Bahrain,Kuwait
Kuwait,Kuwait
Cameroon,Cameroon
Oman,Oman
Sudan,Sudan
Bahrain,Kuwait
Singapore,Kuwait
Oman,Oman
England,England
Bulgaria,Jordan
Latvia,Liechtenstein
Norway,Northern Ireland
Portugal,Portugal
Hungary,Jordan
Syria,Lebanon
Senegal,Senegal
Egypt,Egypt
Gabon,Gabon
Estonia,Egypt
Palestine,Qatar
Malaysia,Qatar
Hong Kong,Qatar
Qatar,Qatar
Netherlands,Spain
Moldova,Azerbaijan
England,England
Kenya,Gabon
Namibia,Madagascar
Czech Republic,Northern Ireland
Belgium,Scotland
Senegal,Senegal
Spain,Spain
Sweden,Sweden
Malaysia,Qatar
Qatar,Qatar
Ivory Coast,Sudan
Oman,Oman
Republic of Ireland,Spain
Ecuador,Ecuador
Bosnia and Herzegovina,Liechtenstein
Poland,Poland
Netherlands,Portugal
Scotland,Scotland
Spain,Spain
Switzerland,Switzerland
Bahrain,Lebanon
Sudan,Oman
Sudan,Oman
Oman,Bahrain
Kazakhstan,Kazakhstan
Iraq,Kazakhstan
Senegal,Senegal
Cameroon,Cameroon
China PR,China PR
Ivory Coast,Ivory Coast
Iraq,Kazakhstan
Kazakhstan,Kazakhstan
Turkmenistan,Uzbekistan
Uzbekistan,Uzbekistan
Ecuador,Ecuador
Egypt,Egypt
South Korea,Egypt
Peru,Brazil
Republic of Ireland,Republic of Ireland
Iraq,Kazakhstan
Lebanon,Lebanon
Nepal,Kazakhstan
Scotland,Poland
Spain,Spain
Sweden,Switzerland
Uzbekistan,Uzbekistan
Jordan,Uzbekistan
Canada,Egypt
South Korea,Egypt
Jordan,Uzbekistan
Yemen,Yemen
Turkmenistan,Uzbekistan
Bangladesh,Bangladesh
Oman,Oman
Jordan,Jordan
Uzbekistan,Jordan
Oman,Oman
India,Yemen
Turkmenistan,Jordan
Tunisia,Madagascar
Uzbekistan,Jordan
Egypt,Egypt
Uzbekistan,Jordan
Oman,Oman
Turkmenistan,Jordan
Oman,Oman
Yemen,Yemen
China PR,China PR
Lebanon,Lebanon
Thailand,Lebanon
Lebanon,Lebanon
Thailand,Lebanon
Thailand,Lebanon
Sri Lanka,Lebanon
Andalusia,Spain
China PR,China PR
England,England
Oman,Oman
Lebanon,Thailand
Thailand,Thailand
Lebanon,Thailand
Thailand,Thailand
Sri Lanka,Thailand
Lebanon,Thailand
Brazil,Japan
Japan,Japan
Brazil,Japan
Germany,Finland
Tunisia,Gabon
Iceland,Iceland
Portugal,Republic of Ireland
Japan,Japan
Israel,Liechtenstein
Bulgaria,Northern Ireland
Spain,Spain
Sweden,Sweden
Egypt,Egypt
Cameroon,Japan
Brazil,Japan
Solomon Islands,New Zealand
Tahiti,New Zealand
Azerbaijan,Azerbaijan
Vanuatu,New Zealand
Bulgaria,Iceland
Spain,Israel
New Zealand,New Zealand
Portugal,Portugal
Sweden,Sweden
Slovenia,Switzerland
Japan,Japan
New Zealand,New Zealand
Solomon Islands,New Zealand
France,Japan
Tahiti,New Zealand
New Zealand,New Zealand
New Zealand,New Zealand
Tahiti,New Zealand
Zambia,Madagascar
Egypt,Ivory Coast
Sudan,Sudan
Australia,New Zealand
Paraguay,Japan
Cameroon,Cameroon
Ivory Coast,Ivory Coast
Japan,Japan
Nigeria,Sudan
Japan,Japan
Ynys Môn,Isle of Man
Jersey,Isle of Man
Greenland,Isle of Man
Isle of Man,Isle of Man
Shetland,Isle of Man
Gibraltar,Isle of Man
Rhodes,Isle of Man
Guernsey,Isle of Man
Shetland,Isle of Man
Jersey,Isle of Man
Isle of Wight,Isle of Man
Guernsey,Isle of Man
Saare County,Isle of Man
Greenland,Isle of Man
Rhodes,Isle of Man
Gibraltar,Isle of Man
Guernsey,Isle of Man
Jersey,Isle of Man
Egypt,Egypt
Falkland Islands,Isle of Man
Greenland,Isle of Man
Shetland,Isle of Man
Gibraltar,Isle of Man
Jersey,Isle of Man
Ynys Môn,Isle of Man
Senegal,Senegal
DR Congo,Ivory Coast
Madagascar,Madagascar
Oman,Oman
Sudan,Sudan
Qatar,Qatar
North Korea,China PR
Trinidad and Tobago,China PR
China PR,China PR
North Korea,China PR
Iran,Iran
Saudi Arabia,Qatar
Brazil,Brazil
Iran,Iran
Bahrain,Qatar
Brazil,Brazil
Argentina,Ecuador
Netherlands,England
Finland,Finland
Poland,Iceland
Croatia,Republic of Ireland
Japan,Japan
Portugal,Portugal
Sweden,Sweden
Oman,Qatar
Bahrain,Bahrain
Iran,Iran
China PR,China PR
Uzbekistan,Uzbekistan
China PR,Oman
Saudi Arabia,Bahrain
Portugal,Spain
Iceland,Iceland
Republic of Ireland,Republic of Ireland
Poland,Poland
Croatia,Scotland
Spain,Spain
Serbia,Switzerland
Iran,Thailand
North Macedonia,Azerbaijan
England,England
Finland,Finland
Spain,Liechtenstein
Northern Ireland,Northern Ireland
Thailand,Bahrain
China PR,Qatar
Uzbekistan,Uzbekistan
Bahrain,Iran
United Arab Emirates,Oman
Iraq,Qatar
China PR,China PR
Saudi Arabia,Thailand
Saudi Arabia,Bahrain
Qatar,Oman
Iraq,Thailand
United Arab Emirates,Uzbekistan
Uzbekistan,Qatar
Thailand,Thailand
United Arab Emirates,Qatar
Bahrain,Bahrain
Iran,Iran
Saudi Arabia,Jordan
Greece,England
Republic of Ireland,Republic of Ireland
Ukraine,Poland
Portugal,Portugal
Scotland,Scotland
Brazil,Brazil
China PR,China PR
Nigeria,England
Sweden,Sweden
Iran,Iran
China PR,China PR
Oman,Oman
Bahrain,Thailand
Qatar,Kuwait
Uzbekistan,Uzbekistan
Bahrain,Bahrain
Iran,Iran
Austria,Israel
Uruguay,Ecuador
Italy,Japan
Sweden,England
Republic of Ireland,Republic of Ireland
Brazil,Brazil
Cameroon,Poland
Portugal,Portugal
Spain,Spain
Iran,Iran
Madagascar,Madagascar
Kuwait,Oman
Oman,Bahrain
Oman,Oman
Oman,Oman
Burkina Faso,Senegal
Tunisia,Spain
Catalonia,Spain
Syria,Kuwait
Basque Country,Spain
Togo,Benin
Oman,Oman
Egypt,Qatar
Senegal,Senegal
Syria,Kuwait
Finland,Bahrain
Egypt,Egypt
North Macedonia,Bahrain
Kuwait,Kuwait
Mali,Egypt
Finland,Bahrain
North Macedonia,Bahrain
Iceland,Oman
Zimbabwe,Qatar
Bahrain,Bahrain
Finland,Bahrain
Burkina Faso,Egypt
Iraq,Qatar
Ecuador,Ecuador
Nigeria,Ivory Coast
Iraq,Qatar
Brazil,Brazil
Slovakia,Iran
Qatar,Thailand
Thailand,Thailand
North Korea,Thailand
Thailand,Thailand
Republic of Ireland,Republic of Ireland
Portugal,Spain
Qatar,Thailand
North Korea,Thailand
Qatar,Thailand
North Korea,Thailand
Brazil,Brazil
Eswatini,Swaziland
South Korea,Spain
Japan,Japan
Paraguay,England
Cameroon,Switzerland
Brazil,Brazil
Italy,England
Republic of Ireland,Republic of Ireland
Northern Ireland,Liechtenstein
Japan,Poland
Finland,Portugal
Senegal,Senegal
Switzerland,Sweden
Mozambique,Swaziland
Mozambique,Swaziland
Ethiopia,Yemen
South Africa,Spain
England,England
Republic of Ireland,Republic of Ireland
Costa Rica,Japan
Spain,Northern Ireland
Romania,Poland
Brazil,Portugal
Nigeria,Scotland
Eswatini,Swaziland
Japan,Japan
Honduras,Japan
Canada,Switzerland
Uruguay,China PR
Nigeria,Republic of Ireland
Malaysia,Myanmar
Paraguay,Sweden
Venezuela,Spain
Nigeria,England
Poland,Poland
Brazil,Spain
Malaysia,Myanmar
Finland,Finland
Senegal,Japan
Sweden,Japan
Belgium,Japan
England,Japan
Denmark,Japan
Iran,Kuwait
Germany,Japan
Cameroon,Japan
Argentina,Japan
Sweden,Japan
Mexico,Japan
Italy,Japan
Belgium,Japan
Republic of Ireland,Japan
Russia,Japan
Cameroon,Japan
Saint Martin,Saint Martin
England,Japan
Sweden,Japan
Croatia,Japan
Japan,Japan
Mexico,Japan
Belgium,Japan
Germany,Japan
Republic of Ireland,Japan
England,Japan
Argentina,Japan
Ecuador,Japan
Italy,Japan
Belgium,Japan
Japan,Japan
England,Japan
