winning_team,country
Trinidad and Tobago,Trinidad and Tobago
Suriname,Trinidad and Tobago
Cuba,Trinidad and Tobago
Oman,Syria
United Arab Emirates,United Arab Emirates
Jamaica,Trinidad and Tobago
Laos,Laos
Martinique,Trinidad and Tobago
Cuba,Trinidad and Tobago
India,India
Lesotho,Lesotho
Saint Kitts and Nevis,Trinidad and Tobago
Ivory Coast,Tunisia
Haiti,Trinidad and Tobago
Singapore,Singapore
Trinidad and Tobago,Trinidad and Tobago
Costa Rica,Honduras
El Salvador,Honduras
Panama,Honduras
Martinique,Trinidad and Tobago
El Salvador,Honduras
Belize,Honduras
Honduras,Honduras
Cameroon,South Korea
Trinidad and Tobago,Trinidad and Tobago
Laos,Philippines
Guatemala,Honduras
El Salvador,Honduras
China PR,Indonesia
Panama,Honduras
Germany,Germany
Guatemala,Honduras
France,South Korea
Australia,South Korea
Costa Rica,Honduras
Algeria,Algeria
Australia,South Korea
Panama,Honduras
Guatemala,Honduras
South Korea,South Korea
Belarus,Armenia
Belgium,Belgium
Croatia,Croatia
Denmark,Denmark
Netherlands,Estonia
Switzerland,Faroe Islands
Italy,Georgia
Greece,Greece
Morocco,Kenya
Moldova,North Macedonia
Nigeria,Nigeria
Paraguay,Paraguay
Ecuador,Peru
Romania,Romania
Serbia,Russia
Slovenia,Slovenia
Turkey,Turkey
Togo,Uganda
Norway,Ukraine
Poland,Wales
Namibia,Zambia
Argentina,Argentina
Bolivia,Bolivia
Burkina Faso,Burundi
Mauritius,Congo
El Salvador,Honduras
France,South Korea
Senegal,Gambia
Guatemala,Honduras
South Korea,South Korea
DR Congo,Lesotho
South Africa,Liberia
Ivory Coast,Libya
Ghana,Zimbabwe
Germany,Albania
Poland,Armenia
Czech Republic,Czech Republic
Denmark,Denmark
Republic of Ireland,Estonia
Serbia,Faroe Islands
England,Greece
Hungary,Hungary
Croatia,Latvia
Romania,Lithuania
Russia,Luxembourg
Belarus,Norway
Belgium,San Marino
North Macedonia,Turkey
Wales,Ukraine
France,South Korea
Ecuador,United States
Australia,South Korea
Angola,Angola
Jamaica,Jamaica
Egypt,Kenya
Trinidad and Tobago,Panama
Gambia,Sierra Leone
United States,Jamaica
Liberia,Mauritius
Costa Rica,Mexico
Gabon,Morocco
Nigeria,Namibia
Honduras,Trinidad and Tobago
Angola,Angola
Burkina Faso,Burkina Faso
DR Congo,DR Congo
Ghana,Ghana
Congo,South Africa
Togo,Togo
Tunisia,Tunisia
Costa Rica,Costa Rica
Honduras,Honduras
United States,United States
Bosnia and Herzegovina,Malaysia
Bahrain,Malaysia
Slovakia,Malaysia
Bosnia and Herzegovina,Malaysia
Trinidad and Tobago,Bermuda
Australia,Australia
Belize,Belize
Zambia,Lesotho
Bahrain,Malaysia
Bosnia and Herzegovina,Malaysia
Uzbekistan,Malaysia
Uzbekistan,Malaysia
Angola,Libya
Uzbekistan,Malaysia
Greenland,Denmark
Morocco,Morocco
Algeria,Namibia
Jamaica,Trinidad and Tobago
South Africa,Burkina Faso
Costa Rica,Honduras
Ghana,Liberia
Eswatini,Malawi
Mexico,Mexico
Tunisia,Tunisia
Uruguay,Uruguay
Ecuador,United States
Latvia,Latvia
Lithuania,Latvia
Latvia,Latvia
Ecuador,United States
Zimbabwe,Zimbabwe
Saudi Arabia,Singapore
Colombia,Colombia
Chile,Colombia
Mexico,Colombia
Paraguay,Colombia
Uruguay,Colombia
Costa Rica,Colombia
Chile,Colombia
Colombia,Colombia
Monaco,Germany
Liberia,Sierra Leone
South Africa,South Africa
Cameroon,Zambia
Brazil,Colombia
Ivory Coast,Congo
Tunisia,DR Congo
Ghana,Ghana
Mexico,Colombia
Togo,Togo
Zimbabwe,Zimbabwe
Honduras,Colombia
Costa Rica,Colombia
Colombia,Colombia
Ecuador,Colombia
Brazil,Colombia
Peru,Colombia
Costa Rica,Colombia
Honduras,Colombia
Saudi Arabia,Malaysia
Jamaica,Cuba
Egypt,Algeria
Malawi,Malawi
Senegal,Namibia
Iran,Bosnia and Herzegovina
Mexico,Colombia
Uruguay,Colombia
Honduras,Colombia
Colombia,Colombia
Saudi Arabia,Malaysia
Qatar,France
Mexico,Colombia
Colombia,Colombia
Martinique,Saint Kitts and Nevis
Zambia,Libya
Zimbabwe,Malawi
Saint Kitts and Nevis,Saint Kitts and Nevis
Honduras,Colombia
Togo,Angola
Colombia,Colombia
Nigeria,Nigeria
Cuba,Panama
Jamaica,Saint Kitts and Nevis
Grenada,Grenada
North Macedonia,Saudi Arabia
Iraq,United Arab Emirates
Colombia,United States
Cuba,Cuba
Qatar,Saudi Arabia
Thailand,Singapore
Bolivia,Chile
Venezuela,Venezuela
Switzerland,Austria
Bosnia and Herzegovina,Bosnia and Herzegovina
Bulgaria,Bulgaria
Czech Republic,Czech Republic
Cyprus,Estonia
France,France
Germany,Hungary
Ukraine,Latvia
Israel,Lithuania
Georgia,Luxembourg
Turkey,Norway
Greece,Russia
Serbia,Yugoslavia
Iran,Slovakia
Romania,Slovenia
Peru,Colombia
Iraq,Iraq
Bahrain,Saudi Arabia
United Arab Emirates,United Arab Emirates
Angola,Zambia
Mexico,Mexico
Zimbabwe,Malawi
Qatar,United Arab Emirates
Finland,Albania
Ukraine,Belarus
Israel,Bosnia and Herzegovina
Chile,Chile
Northern Ireland,Denmark
Faroe Islands,Faroe Islands
Georgia,Georgia
England,Germany
Italy,Lithuania
Sweden,North Macedonia
Bulgaria,Malta
Moldova,Moldova
Turkey,Slovakia
Slovenia,Slovenia
Costa Rica,Trinidad and Tobago
Honduras,United States
Armenia,Wales
Mexico,Jamaica
Venezuela,Chile
Uruguay,Peru
Argentina,Argentina
Austria,Austria
Belarus,Belarus
Belgium,Belgium
Denmark,Bulgaria
Ecuador,Colombia
Costa Rica,Costa Rica
Portugal,Cyprus
Czech Republic,Czech Republic
Russia,Faroe Islands
Georgia,Georgia
Honduras,Honduras
Romania,Hungary
Italy,Italy
Switzerland,Luxembourg
Mexico,Mexico
Netherlands,Netherlands
Norway,Norway
Paraguay,Paraguay
Croatia,San Marino
Slovenia,Yugoslavia
Slovakia,Slovakia
Sweden,Turkey
Ukraine,Ukraine
Iran,Iraq
United Arab Emirates,Saudi Arabia
Nigeria,South Korea
Zimbabwe,Angola
South Korea,South Korea
China PR,United Arab Emirates
Iraq,Iraq
Iran,Saudi Arabia
Angola,Zimbabwe
Senegal,France
Norway,Armenia
Ecuador,Bolivia
Croatia,Croatia
Czech Republic,Czech Republic
Denmark,Denmark
France,France
Finland,Germany
Italy,Italy
Northern Ireland,Malta
Turkey,Moldova
Netherlands,Netherlands
Georgia,Romania
Russia,Russia
Serbia,Yugoslavia
Slovenia,Slovenia
Venezuela,Venezuela
Wales,Wales
Bosnia and Herzegovina,Bosnia and Herzegovina
Mexico,Costa Rica
Trinidad and Tobago,Honduras
Slovakia,North Macedonia
Argentina,Paraguay
Colombia,Uruguay
United States,United States
Morocco,Mali
Mali,Mali
Algeria,Algeria
Oman,United Arab Emirates
Haiti,Bahamas
Saudi Arabia,Saudi Arabia
Uganda,Tanzania
DR Congo,Tanzania
Uganda,Tanzania
Tanzania,Tanzania
Mexico,Mexico
Iran,United Arab Emirates
Guinea-Bissau,Mali
Mali,Mali
Benin,Mali
Mali,Mali
Bolivia,Bolivia
Gambia,Mali
Colombia,Colombia
Guinea-Bissau,Mali
Benin,Mali
Argentina,Argentina
Senegal,South Korea
Venezuela,Venezuela
Gambia,Mali
Turkey,Austria
Belgium,Belgium
Netherlands,Denmark
Greece,Greece
South Korea,South Korea
Slovenia,Slovenia
South Africa,South Africa
Germany,Ukraine
France,Australia
Costa Rica,Jamaica
Mali,Mali
Mexico,Mexico
United States,Trinidad and Tobago
Croatia,South Korea
Ecuador,Chile
Belgium,Czech Republic
Kazakhstan,Estonia
Germany,Germany
Cyprus,Greece
Hungary,Hungary
Russia,Latvia
Malta,Malta
Morocco,Morocco
Colombia,Paraguay
Bolivia,Peru
Slovenia,Romania
Turkey,Turkey
Argentina,Uruguay
Australia,Australia
Zambia,Ethiopia
Uruguay,Uruguay
Tunisia,Tunisia
Ghana,Algeria
Ivory Coast,Mali
Rwanda,Rwanda
Tanzania,Rwanda
South Korea,South Korea
Uganda,Rwanda
Kenya,Rwanda
Burundi,Rwanda
Tanzania,Rwanda
Kenya,Rwanda
Rwanda,Rwanda
Ethiopia,Rwanda
Tanzania,Rwanda
Somalia,Rwanda
Burundi,Rwanda
Botswana,Botswana
Haiti,United States
Kenya,Rwanda
Botswana,Botswana
Togo,Burkina Faso
Kenya,Rwanda
Burundi,Rwanda
Rwanda,Rwanda
Ethiopia,Rwanda
Ethiopia,Rwanda
Togo,Togo
Ghana,Mali
Mali,Mali
Zimbabwe,Saudi Arabia
Tunisia,Tunisia
Guadeloupe,Martinique
Guatemala,Cuba
Haiti,Martinique
Cameroon,Burkina Faso
Guatemala,Cuba
Zambia,Mali
Saudi Arabia,Saudi Arabia
Trinidad and Tobago,Grenada
Cameroon,Tunisia
Morocco,Morocco
Algeria,Algeria
South Africa,South Africa
Morocco,Gambia
Kuwait,Saudi Arabia
Qatar,Saudi Arabia
United Arab Emirates,Saudi Arabia
Canada,United States
Costa Rica,United States
Mexico,United States
Oman,Saudi Arabia
Liberia,Mali
Grenada,Saint Kitts and Nevis
United States,United States
Antigua and Barbuda,Antigua and Barbuda
Cameroon,Mali
Trinidad and Tobago,United States
Haiti,United States
Senegal,Mali
Saudi Arabia,Saudi Arabia
Burkina Faso,Mali
Qatar,Saudi Arabia
Nigeria,Mali
Mexico,United States
Ghana,Mali
Ivory Coast,Mali
United States,United States
Tunisia,Mali
Ecuador,United States
Bahrain,Saudi Arabia
Martinique,United States
El Salvador,United States
Cuba,United States
Nigeria,Mali
Ghana,Mali
Qatar,Saudi Arabia
Saudi Arabia,Saudi Arabia
Cameroon,Mali
Egypt,Mali
Algeria,Mali
Morocco,Mali
Martinique,United States
Togo,Mali
Costa Rica,United States
Senegal,Mali
Qatar,Saudi Arabia
South Korea,United States
United States,United States
Bahrain,Saudi Arabia
Saudi Arabia,Saudi Arabia
Nigeria,Mali
Mali,Mali
Cameroon,Mali
DR Congo,Mali
Kuwait,Saudi Arabia
Ghana,Mali
Costa Rica,United States
South Africa,Mali
Canada,United States
Oman,Saudi Arabia
Saudi Arabia,Saudi Arabia
Egypt,Mali
Tunisia,Mali
Canada,United States
United States,United States
Mali,Mali
Nigeria,Mali
Cameroon,Mali
Senegal,Mali
Brazil,Saudi Arabia
Cameroon,Mali
Senegal,Mali
Singapore,Singapore
Lithuania,Malta
Nigeria,Mali
Malta,Malta
Poland,Cyprus
Cameroon,Mali
Lithuania,Malta
Moldova,Malta
Switzerland,Cyprus
Czech Republic,Cyprus
Honduras,Hong Kong
Ecuador,Netherlands
Belgium,Belgium
Bulgaria,Croatia
Czech Republic,Cyprus
Faroe Islands,Cyprus
France,France
Germany,Germany
Sweden,Greece
Italy,Italy
Jordan,Malta
Albania,Luxembourg
Malta,Malta
Serbia,United States
England,Netherlands
Poland,Cyprus
Bolivia,Paraguay
Denmark,Saudi Arabia
Switzerland,Cyprus
Uruguay,Uruguay
Argentina,Wales
Slovenia,Hong Kong
Monaco,France
Iran,Morocco
Botswana,Botswana
United States,United States
New Caledonia,Samoa
Samoa,Samoa
Jersey,Alderney
United States,United States
Tonga,Samoa
Papua New Guinea,Samoa
Mexico,United States
South Korea,Tunisia
Estonia,Italy
Papua New Guinea,Samoa
Samoa,Samoa
Botswana,Botswana
Madagascar,Mauritius
New Caledonia,Samoa
Papua New Guinea,Samoa
Pakistan,Sri Lanka
Papua New Guinea,Samoa
New Caledonia,Samoa
Pakistan,Sri Lanka
Saudi Arabia,Italy
Sri Lanka,Sri Lanka
Sri Lanka,Sri Lanka
Turkey,Germany
Albania,Albania
Austria,Austria
Belize,Belize
North Macedonia,Bosnia and Herzegovina
Ecuador,United States
Slovenia,Croatia
Estonia,Estonia
France,France
Georgia,Georgia
Germany,Germany
Latvia,Luxembourg
Andorra,Malta
Hungary,Moldova
Netherlands,Netherlands
Romania,Romania
Saudi Arabia,Saudi Arabia
Norway,Tunisia
Czech Republic,Wales
South Africa,Botswana
Sri Lanka,Sri Lanka
Maldives,Sri Lanka
Mozambique,Lesotho
Singapore,Singapore
Andorra,Andorra
Cameroon,Austria
Slovakia,Belgium
Belize,Belize
Croatia,Croatia
Denmark,Denmark
Russia,France
Argentina,Germany
Czech Republic,Greece
Belarus,Hungary
Uruguay,Italy
Latvia,Latvia
Liechtenstein,Luxembourg
North Macedonia,North Macedonia
Malta,Malta
Mexico,United States
Sweden,Norway
Serbia,Yugoslavia
Slovenia,Slovenia
Turkey,Netherlands
Ukraine,Ukraine
South Korea,South Korea
China PR,South Korea
Malawi,Malawi
Nigeria,Nigeria
Eswatini,Zimbabwe
Jersey,Jersey
Colombia,Venezuela
Ecuador,United States
Croatia,Hungary
Colombia,Costa Rica
Germany,Germany
Kenya,Kenya
Mexico,Mexico
South Africa,South Africa
United States,United States
Algeria,Belgium
Norway,Norway
Saudi Arabia,Saudi Arabia
Slovakia,Slovakia
Wales,Wales
Greece,Greece
South Korea,South Korea
Mexico,United States
United States,United States
Denmark,Denmark
Belarus,Russia
Slovenia,Slovenia
Ukraine,Russia
Czech Republic,Czech Republic
Belgium,France
Germany,Germany
Malawi,Malawi
Kenya,Tanzania
Belarus,Russia
Serbia,Russia
Netherlands,United States
South Africa,Hong Kong
England,South Korea
Estonia,San Marino
Uruguay,Singapore
Iceland,Norway
South Africa,Hong Kong
Portugal,Macau
Brazil,Malaysia
France,South Korea
Senegal,South Korea
Denmark,South Korea
South Africa,South Korea
Spain,South Korea
Brazil,South Korea
Costa Rica,South Korea
South Korea,South Korea
United States,South Korea
Senegal,South Korea
Uruguay,South Korea
Armenia,Andorra
Spain,South Korea
Brazil,South Korea
Malawi,Malawi
South Africa,South Korea
Turkey,South Korea
Malawi,Malawi
United States,South Korea
Portugal,South Korea
Denmark,South Korea
Uruguay,South Korea
Paraguay,South Korea
Spain,South Korea
Brazil,South Korea
Turkey,South Korea
South Korea,South Korea
Poland,South Korea
Germany,South Korea
Republic of Ireland,South Korea
United States,South Korea
South Korea,South Korea
Germany,South Korea
Grenada,Grenada
Spain,South Korea
Germany,South Korea
Angola,Mozambique
Turkey,South Korea
Azerbaijan,Estonia
British Virgin Islands,British Virgin Islands
Grenada,Grenada
Azerbaijan,Latvia
Zambia,Zambia
Guadeloupe,Guadeloupe
Malawi,Malawi
Zimbabwe,Malawi
Saint Lucia,British Virgin Islands
Singapore,Malaysia
Iraq,Iraq
Guadeloupe,Puerto Rico
Madagascar,South Africa
Iraq,Iraq
Trinidad and Tobago,Saint Kitts and Nevis
Saint Kitts and Nevis,Saint Kitts and Nevis
Saint Kitts and Nevis,Saint Kitts and Nevis
Suriname,Aruba
Guyana,Guyana
Saint Kitts and Nevis,Saint Kitts and Nevis
Saint Lucia,Saint Lucia
Grenada,Grenada
Jamaica,Grenada
Uganda,Kenya
Malawi,Malawi
Curaçao,Netherlands Antilles
Jamaica,Saint Lucia
Suriname,Suriname
Dominican Republic,Dominican Republic
Dominican Republic,Dominican Republic
DR Congo,Algeria
Serbia,Bosnia and Herzegovina
Germany,Bulgaria
Wales,Croatia
Czech Republic,Czech Republic
Estonia,Estonia
Faroe Islands,Faroe Islands
Spain,Hungary
Slovenia,Italy
Belarus,Latvia
Israel,Lithuania
Morocco,Luxembourg
North Macedonia,North Macedonia
Réunion,Mauritius
Netherlands,Norway
Greece,Romania
Sweden,Russia
France,Tunisia
Turkey,Turkey
Iran,Ukraine
Venezuela,Venezuela
Kenya,Rwanda
South Africa,South Africa
Angola,Angola
Gambia,Gambia
Lesotho,Botswana
DR Congo,Congo
Jordan,Syria
Syria,Syria
Zimbabwe,Zimbabwe
Zambia,Uganda
Gabon,Congo
Gambia,Gambia
Jordan,Syria
Iraq,Syria
Libya,Libya
Zanzibar,Tanzania
Iran,Syria
Iraq,Syria
Iran,Syria
Israel,Luxembourg
Jordan,Syria
Czech Republic,Czech Republic
Cape Verde,Mauritania
Ukraine,Armenia
Austria,Austria
Bulgaria,Belgium
Romania,Bosnia and Herzegovina
Eswatini,Botswana
Estonia,Croatia
France,Cyprus
Scotland,Faroe Islands
Spain,Greece
Iraq,Syria
Kenya,Kenya
North Korea,South Korea
Sweden,Latvia
Germany,Lithuania
Algeria,Namibia
Netherlands,Netherlands
Denmark,Norway
Russia,Russia
Poland,San Marino
Slovenia,Slovenia
Iran,Syria
Turkey,Turkey
Uganda,Uganda
Nigeria,Angola
Burkina Faso,Congo
Sierra Leone,Equatorial Guinea
Guinea,Guinea
Senegal,Lesotho
Libya,Libya
Seychelles,Seychelles
Zimbabwe,Zimbabwe
Mozambique,Central African Republic
South Africa,Malawi
Uganda,Algeria
Mauritius,Mauritius
South Africa,South Africa
Zambia,Zimbabwe
Mali,Mali
Morocco,Morocco
Mali,Mali
Barbados,Barbados
Ghana,Ghana
Martinique,Martinique
Algeria,Algeria
Germany,Bosnia and Herzegovina
Switzerland,Albania
Belgium,Andorra
Austria,Belarus
Bulgaria,Bulgaria
Denmark,Denmark
Zimbabwe,Eritrea
France,France
Serbia,Italy
Lithuania,Lithuania
Turkey,North Macedonia
Liberia,Liberia
Kenya,Cape Verde
Malawi,Malawi
Israel,Malta
Madagascar,Mauritius
Czech Republic,Moldova
Norway,Romania
Sierra Leone,Sierra Leone
England,Slovakia
Sudan,Tanzania
Togo,Togo
Ukraine,Ukraine
Benin,Zambia
Burkina Faso,Burkina Faso
South Africa,South Africa
DR Congo,DR Congo
Estonia,Estonia
Ethiopia,Ethiopia
Gambia,Gambia
Ghana,Ghana
Mali,Mali
Morocco,Morocco
Congo,Mozambique
Netherlands,Austria
Bulgaria,Bulgaria
Ecuador,Costa Rica
Czech Republic,Czech Republic
Belgium,Estonia
Germany,Germany
Greece,Greece
Hungary,Hungary
Romania,Luxembourg
France,Malta
Norway,Norway
Russia,Russia
Serbia,Yugoslavia
Turkey,Turkey
Wales,Wales
Suriname,French Guiana
Suriname,French Guiana
Sierra Leone,Sierra Leone
Venezuela,Venezuela
South Africa,Tanzania
Uganda,Tanzania
Uganda,Tanzania
South Africa,Tanzania
Kernow,Jersey
Martinique,Martinique
Martinique,Saint Lucia
Saint Lucia,Saint Lucia
Jamaica,Grenada
Guadeloupe,Grenada
Indonesia,Singapore
Barbados,Grenada
Jamaica,Grenada
Guadeloupe,Grenada
Jamaica,Grenada
Saint Kitts and Nevis,Trinidad and Tobago
Trinidad and Tobago,Trinidad and Tobago
Nicaragua,Cayman Islands
Saint Lucia,Trinidad and Tobago
United States,United States
Haiti,Haiti
Senegal,South Africa
Curaçao,Haiti
Norway,Austria
Cyprus,Cyprus
Sweden,Czech Republic
Denmark,Denmark
Estonia,Estonia
France,France
Netherlands,Germany
Republic of Ireland,Greece
Honduras,Honduras
Moldova,Hungary
Turkey,Italy
Brazil,South Korea
Cape Verde,Luxembourg
Israel,North Macedonia
Mali,Morocco
Jamaica,Nigeria
Croatia,Romania
Latvia,San Marino
Ukraine,Slovakia
Egypt,Tunisia
Venezuela,Venezuela
Haiti,Haiti
Vatican City,Italy
Egypt,Nigeria
Cuba,Cayman Islands
Martinique,Cayman Islands
Vietnam,Sri Lanka
Cayman Islands,Cayman Islands
Jordan,United Arab Emirates
Cuba,Cayman Islands
Vietnam,Sri Lanka
Jordan,United Arab Emirates
Rwanda,Tanzania
Tanzania,Tanzania
Eritrea,Tanzania
Martinique,Cayman Islands
Cuba,Cayman Islands
Uganda,Tanzania
Vietnam,Sri Lanka
Zanzibar,Tanzania
Sudan,Tanzania
Burundi,Tanzania
Rwanda,Tanzania
Eritrea,Tanzania
Uganda,Tanzania
Tanzania,Tanzania
Zanzibar,Tanzania
Kenya,Tanzania
Uganda,Tanzania
Somalia,Tanzania
Sudan,Tanzania
Eritrea,Tanzania
Uganda,Tanzania
Rwanda,Tanzania
Kenya,Tanzania
Chile,Chile
Malaysia,Malaysia
Singapore,Singapore
Tanzania,Tanzania
Kenya,Tanzania
Lebanon,Saudi Arabia
Botswana,Botswana
Rwanda,Tanzania
Kenya,Tanzania
Nigeria,Ghana
Myanmar,Indonesia
Vietnam,Indonesia
Egypt,United Arab Emirates
Indonesia,Indonesia
Myanmar,Indonesia
Malaysia,Singapore
Thailand,Singapore
Myanmar,Indonesia
Vietnam,Indonesia
Singapore,Singapore
Malaysia,Singapore
Cambodia,Indonesia
Vietnam,Indonesia
Laos,Singapore
Thailand,Singapore
Vietnam,Indonesia
Indonesia,Indonesia
Indonesia,Indonesia
Thailand,Indonesia
Thailand,Indonesia
Vietnam,Indonesia
Barbados,Barbados
Guatemala,United States
United States,United States
Guatemala,United States
Algeria,Uganda
Finland,Barbados
Ghana,Ghana
Norway,United Arab Emirates
Greece,Cyprus
Finland,Trinidad and Tobago
Argentina,Honduras
Argentina,United States
Iran,Hong Kong
Argentina,United States
North Macedonia,Croatia
El Salvador,Panama
Ivory Coast,France
Costa Rica,Panama
Honduras,Panama
Albania,Italy
Belgium,Algeria
Martinique,Barbados
Bulgaria,Cyprus
Poland,Croatia
Russia,Cyprus
Czech Republic,France
Moldova,Georgia
Greece,Greece
Mali,France
Italy,Italy
United States,Jamaica
Latvia,Turkey
Canada,Libya
Kazakhstan,Malta
Colombia,United States
Morocco,France
Netherlands,Netherlands
Romania,Cyprus
Azerbaijan,Serbia and Montenegro
Switzerland,Slovenia
Tunisia,Tunisia
Ukraine,Turkey
Bosnia and Herzegovina,Wales
Guatemala,Panama
Slovakia,Cyprus
El Salvador,Panama
Poland,Croatia
Costa Rica,Panama
El Salvador,Panama
Nigeria,Gambia
Panama,Panama
Guatemala,Panama
Honduras,Panama
Costa Rica,Panama
Guatemala,Panama
Nicaragua,Panama
Hong Kong,Hong Kong
Macau,Hong Kong
DR Congo,Malawi
Guatemala,Panama
DR Congo,Malawi
Costa Rica,Panama
Peru,Peru
Hong Kong,Hong Kong
Mongolia,Hong Kong
Macau,Hong Kong
Taiwan,Hong Kong
Hong Kong,Hong Kong
Hong Kong,Hong Kong
Taiwan,Hong Kong
Singapore,Singapore
Lesotho,Botswana
DR Congo,DR Congo
Jamaica,Cuba
Uganda,Tanzania
Cuba,Cuba
Martinique,Martinique
Botswana,Namibia
French Guiana,Martinique
Uganda,Kenya
Rwanda,Rwanda
DR Congo,Lesotho
Malawi,Zimbabwe
Mexico,United States
Pakistan,Singapore
Brunei,Maldives
Sri Lanka,Sri Lanka
Lesotho,Mozambique
Zambia,Rwanda
Guernsey,Alderney
Myanmar,Maldives
Jamaica,Jamaica
Kenya,Kenya
Singapore,Singapore
North Korea,North Korea
Zambia,Rwanda
Hong Kong,Hong Kong
Myanmar,Maldives
Singapore,Singapore
Sri Lanka,Sri Lanka
Greece,Austria
Burkina Faso,Burundi
Cuba,Trinidad and Tobago
Haiti,Jamaica
Jamaica,Jamaica
Paraguay,United States
Trinidad and Tobago,Trinidad and Tobago
Cameroon,Tunisia
Laos,Hong Kong
Bulgaria,Serbia and Montenegro
Ghana,Tunisia
Cuba,Trinidad and Tobago
Martinique,Jamaica
Saint Lucia,Jamaica
Trinidad and Tobago,Trinidad and Tobago
Albania,Albania
Algeria,Angola
Armenia,Armenia
Belarus,Belarus
Bosnia and Herzegovina,Bosnia and Herzegovina
Cape Verde,Cape Verde
Costa Rica,Costa Rica
Croatia,Croatia
Israel,Cyprus
Estonia,Estonia
France,France
Republic of Ireland,Georgia
Lithuania,Germany
Italy,Italy
Kenya,Kenya
Colombia,South Korea
Slovakia,North Macedonia
Nigeria,Malawi
Egypt,Mauritius
Czech Republic,Netherlands
Denmark,Romania
Uganda,Rwanda
Morocco,Sierra Leone
South Africa,South Africa
Zambia,Tanzania
Spain,Ukraine
United States,United States
Wales,Wales
Ivory Coast,Burundi
Chile,Chile
Mali,Eritrea
Ethiopia,Ethiopia
Senegal,Gambia
Madagascar,Tunisia
Guadeloupe,Trinidad and Tobago
Guinea,Guinea
Bangladesh,Hong Kong
North Korea,India
Jamaica,Jamaica
Botswana,Libya
Mozambique,Mozambique
Martinique,Jamaica
Cuba,Trinidad and Tobago
Tunisia,Tunisia
Zimbabwe,Zimbabwe
Republic of Ireland,Albania
Uzbekistan,Belarus
Croatia,Croatia
Czech Republic,Czech Republic
Bosnia and Herzegovina,Denmark
Bulgaria,Estonia
Switzerland,Georgia
Paraguay,Honduras
Sweden,Hungary
France,Italy
Lithuania,Lithuania
Norway,Luxembourg
Netherlands,Moldova
Peru,Peru
Slovakia,Slovakia
Slovenia,Slovenia
Ukraine,Ukraine
Venezuela,Venezuela
Japan,South Korea
Zimbabwe,Zimbabwe
Martinique,Martinique
Algeria,France
Honduras,Martinique
Faroe Islands,Faroe Islands
Mali,France
Honduras,Martinique
Faroe Islands,Faroe Islands
Estonia,Andorra
Belgium,Belgium
Bulgaria,Bulgaria
Chile,Chile
Czech Republic,Czech Republic
Denmark,Denmark
France,France
Georgia,Georgia
Germany,Germany
Colombia,United States
Hungary,Hungary
Israel,Italy
Latvia,Latvia
Argentina,Libya
Romania,Lithuania
Slovenia,Malta
Brazil,Mexico
Ivory Coast,Morocco
Portugal,Netherlands
Paraguay,Peru
Greece,Slovakia
Jamaica,South Africa
Tunisia,Tunisia
Venezuela,Venezuela
Fiji,Fiji
Congo,Congo
Jersey,Guernsey
Mexico,United States
Botswana,Lesotho
Zambia,Malawi
Jersey,Jersey
Malawi,Lesotho
Sudan,Uganda
Norway,Norway
England,South Africa
Malawi,Botswana
Jamaica,Jamaica
Lesotho,Lesotho
Togo,Togo
United States,United States
Burkina Faso,France
Nigeria,Nigeria
Gambia,Gambia
Trinidad and Tobago,Kenya
Uganda,Uganda
Germany,Germany
Guadeloupe,France
Italy,Italy
Uganda,Uganda
Kenya,Mauritania
Netherlands,Belarus
Libya,Botswana
Belgium,Bulgaria
Burkina Faso,Burkina Faso
Denmark,Denmark
Estonia,Estonia
Hungary,Hungary
Slovenia,Turkey
North Macedonia,North Macedonia
Mali,Mali
Cyprus,Malta
Moldova,Moldova
Namibia,Namibia
Nigeria,Nigeria
Romania,Romania
Sweden,San Marino
Seychelles,Seychelles
Turkey,Slovakia
Rwanda,Uganda
Ukraine,Ukraine
Venezuela,United States
Zambia,Zambia
Congo,Central African Republic
DR Congo,DR Congo
Costa Rica,Costa Rica
Equatorial Guinea,Equatorial Guinea
Uruguay,South Korea
Liberia,Liberia
Morocco,Morocco
Togo,Togo
United States,United States
Trinidad and Tobago,Botswana
Austria,Austria
Belgium,Belgium
Czech Republic,Czech Republic
Peru,United States
Croatia,Estonia
Germany,Faroe Islands
Greece,Greece
Chile,Honduras
Argentina,South Korea
Iceland,Lithuania
Denmark,Luxembourg
Brazil,Nigeria
Romania,Norway
Hungary,San Marino
Turkey,Turkey
Gabon,Andorra
Kenya,Ghana
Solomon Islands,Papua New Guinea
South Africa,South Africa
France,France
Japan,France
Cameroon,France
Turkey,France
Algeria,Algeria
Colombia,France
France,France
Morocco,Morocco
Brazil,France
Burkina Faso,Burkina Faso
Cameroon,France
Cape Verde,Cape Verde
Eritrea,Eritrea
Guinea,Ghana
Angola,Nigeria
Sudan,Zambia
DR Congo,DR Congo
Ethiopia,Ethiopia
France,France
Uganda,Ghana
Honduras,United States
Colombia,France
Zimbabwe,Mali
Mozambique,Mozambique
Sierra Leone,Sierra Leone
South Africa,South Africa
Benin,Tanzania
Togo,Togo
Turkey,France
Cameroon,France
Cameroon,France
France,France
Peru,United States
Panama,Panama
Turkey,France
France,France
El Salvador,Honduras
Panama,Panama
Ynys Môn,Guernsey
Jersey,Guernsey
Gotland,Guernsey
Guernsey,Guernsey
Gibraltar,Guernsey
Greenland,Guernsey
Vanuatu,Fiji
New Caledonia,Fiji
Tahiti,Fiji
